Data Series,Total All Markets,  America,    Antigua And Barbuda,    Argentina,    Bahamas,    Bermuda,    Brazil,    Canada,    Chile,    Colombia,    Costa Rica,    Cuba,    Dominican Rep,    Ecuador,    El Salvador,    Guatemala,    Guyana,    Honduras,    Jamaica,    Mexico,    Netherlands Antilles,    Panama,    Paraguay,    Peru,    Puerto Rico,    St. Vincent And The Grenadines,    Trinidad And Tobago,    United States,    United States Virgin Islands,    Uruguay,    Venezuela,    Other Markets America,  Asia,    Afghanistan,    Bahrain,    Bangladesh,    Brunei,    Cambodia,    China,    Christmas Island,    Hong Kong,    India,    Indonesia,    Iran,    Iraq,    Israel,    Japan,    Jordan,    Kazakhstan,"    Korea, Dem Peo Rep Of","    Korea, Rep Of",    Kuwait,    Lao,    Lebanon,    Macao,    Malaysia,    Maldives,    Mongolia,    Myanmar,    Nepal,    Oman,    Pakistan,    Philippines,    Qatar,    Saudi Arabia,    Sri Lanka,    Syria,    Taiwan,    Thailand,    Turkiye,    United Arab Emirates,    Viet Nam,    Yemen,    Other Markets Asia,  Europe,    Austria,    Belarus,    Belgium,    Bulgaria,    Croatia,    Cyprus,    Czech Rep,    Denmark,    Estonia,    Finland,    France,    Germany,    Greece,    Hungary,    Ireland,    Italy,    Latvia,    Lithuania,    Luxembourg,    Malta,    Netherlands,    Norway,    Poland,    Portugal,    Romania,    Russia,    Slovakia,    Slovenia,    Spain,    Svalbard And Jan Mayen Islands,    Sweden,    Switzerland,    Ukraine,    United Kingdom,    Other Markets Europe,  Oceania,    Antarctica,    Australia,    Fiji,    French Polynesia,    Guam,    Marshall Islands,    New Caledonia,    New Zealand,    Northern Mariana Islands,    Papua New Guinea,    Samoa,    Solomon Islands,    Vanuatu,    Other Markets Oceania,  Africa,    Algeria,    Angola,    Benin,    Cameroon,    Cape Verde,    Comoros,"    Congo, Dem Rep Of",    Cote D'ivoire,    Djibouti,    Egypt,    Ethiopia,    Gabon,    Ghana,    Guinea,    Kenya,    Liberia,    Libya,    Madagascar,    Mauritius,    Morocco,    Mozambique,    Nigeria,    Reunion,    Seychelles,    Sierra Leone,    Somalia,    South Africa,    Sudan,    Swaziland,    Tanzania,    Tunisia,    Zambia,    Zimbabwe,    Other Markets Africa
2023 May,45562,6445,0,8.6,0,0,658,298.6,8.8,24.6,39.9,1.7,9.7,5,1.5,1.6,0,0.3,0.1,279.2,0,0.1,0.2,3.9,14.2,0,0.1,5086.4,0,0.5,0.4,1.5,30374.1,0.2,2.3,14.2,199.2,316.7,6163.3,0,234.3,774.1,1790.9,0.1,57.3,75,2280.2,3.2,0,0,2876.2,22.1,0.7,0.8,0.6,5027.5,0.1,0.1,5.2,0.2,88.8,25.5,540.5,865,868.7,9.3,0,4819.5,1218,58.3,1513.9,519.3,0,2.6,7556.6,109.5,1.3,115.8,4.1,3.8,2.6,88.4,61.6,31.5,51.6,1620.2,1144.7,47.6,55.5,132.8,676.5,5,16.4,3.1,60,361.4,64.6,64.2,30.2,30,546.7,5.7,10.9,168.8,0,329.6,733,2.7,966,10.8,859.7,0,784.5,0.3,2.7,0.2,0,0.1,64.8,0,5.1,0,0,0,1.9,326.6,0,0.1,0,1.5,0,0.2,0.5,10.8,125.9,3.4,10.2,0.1,3.1,0,2,0,0,5,0.6,24.5,0.1,0.8,0.3,0,0.1,0,40.1,9.7,0.3,1.1,34.5,1.1,1.1,49.5
2023 Apr,44966.7,6590.1,0,29.1,0.1,0,876.2,230.8,11.3,7.8,30.8,0.6,6.3,4.2,1.2,1.5,0,0.7,0.1,326.7,0,0.5,0.6,2.9,7.2,0.7,0,5047.3,0.1,1.3,1.2,1,30358.6,0,50.9,14,70.1,619.1,5716.5,0,240.7,868.2,1887.1,0.4,148,103.5,2432.9,5.2,46.2,0,2694.6,227.2,5.6,0.5,0.7,5274.4,0.1,0,5.9,0.1,28.3,20.4,582.6,440.7,667.2,6.5,0,5088.4,1400.7,96.1,1114.8,498.5,1.2,1.1,6951.1,111.8,1.9,109.7,5.1,2.2,1.9,76.7,51.4,5.8,33.7,1317,1225.8,10,55.1,110.6,565.1,2.6,14.9,3.9,57.7,299.8,65.5,92.2,25.5,29.3,338.8,8.9,14.6,170.1,0,153.9,1129.3,1.9,831.4,27.1,737.9,0,625.3,0.1,0.3,0,0,0.3,88.6,0,23.1,0,0,0,0.2,329,0,109,0.1,3.7,0,0.3,1.3,4.9,0.1,4.5,0.5,0.3,2.7,0,1.5,0,0,4.1,0.7,21.8,4.1,74.4,0.3,0,0,0.1,42.4,11.7,0.4,1.3,5,0.1,1.3,32.8
2023 Mar,51593.3,7555.1,0,6.9,0.2,0,787.2,275.1,10,1.9,54.6,1.5,8.1,5,1.8,1,0.5,0.6,0.1,291.7,0,0.1,0.2,4.3,12.2,0,0,6088,0,2.7,0,1.4,33891,0,48.9,19.7,192.8,225.1,6607,0,364.9,793.9,1869.6,0.8,158,113.8,3083,3.8,0,0,2828.3,493.5,5.5,0.6,6.9,5662.1,0,0.1,6.6,0.4,80,7.5,655.8,824.5,757.7,14.7,0,5413,1693.6,42.8,1182.9,560.2,0.1,172.9,8240.5,118.9,0.1,129.5,23.3,3.5,2.2,71.1,58.7,7.4,66.7,1896.3,1318.2,94.7,62.2,136.7,651.6,3,16.5,3.8,106.3,326.6,51.7,73.6,30.4,29.8,283.1,9.5,6.6,252,0,196.4,1122.1,3.1,1073.8,11.1,1497.5,0,1411.9,0.4,0.2,0,0,0,75.4,0,8.8,0,0,0,0.7,409.1,75.9,49.1,0,5.3,0,0.6,0.5,1.5,0,4.6,4.1,33.5,7.9,0,1.9,0,46,13.9,0.7,24.8,0.2,3.9,0,0.1,0.2,0,49.7,0.2,0.3,1.8,30.7,1.4,1.3,49.1
2023 Feb,42748.4,6008.9,0,5.5,0,0,565,218.1,8.1,6.3,27.7,1.2,7.4,4,1.9,1.3,0,0.2,0.1,252.2,0,0,0.5,1.6,9.1,0,0.1,4894.4,0,1.7,0.4,2,29010.6,0.1,3.1,13.4,307.2,38.6,5633.5,0,159.6,673.4,1804.1,0.2,107.7,67.4,2384.1,10.6,0,0,2592.2,171.1,4.2,0.1,1.2,5745.4,0,0,5.3,1.7,30.5,6.1,532.8,397.9,908.6,10,0,4630.8,1130.7,60.9,1065.7,509.6,0,2.7,6669.5,103.3,1.1,91,7.3,2,1.2,51.3,48.6,13,34.9,1445.2,1096.2,81.4,29.1,218.2,519.2,3.3,15.5,3.2,20.5,320.6,59,67.6,21.2,25.2,476.2,11.5,4.7,122.1,0,130.4,762,3,872.1,8.3,540.9,0,460.8,0,2.4,0.2,0,0,57.9,0,18.5,0,0,0,1.1,518.5,113.4,0,0,3.4,1.1,1.4,1.2,2.2,0.8,5.6,0.1,25.9,3.7,0,1.1,0,111.3,16.4,5,23.2,4.1,3.6,0.1,0,0,0,22.3,19.2,0.1,0.9,4.9,0.2,0.1,147.1
2023 Jan,44382.9,6226.7,0,8.3,0,0,516.9,202.8,14.6,2.2,26.3,0.9,7,4.5,1.6,0.7,0,0.8,0.3,217.3,0,0.4,0.1,3.4,7.3,0,0.1,5207.3,0.1,0.7,0.1,3,30372.4,0,39.6,16.6,273.6,74.8,7362.2,0.1,297.3,809.3,1882.7,0.3,142.6,105.9,2147.2,9.3,4.7,0,2919.3,241.4,2.8,0.2,1,4920.1,0.1,0,7.8,0.5,28.4,34.8,566.9,616.9,806,11,0,4276.3,1145.6,60.4,1044.6,520.8,0.2,0.9,6259.3,105,0.8,94.1,7,3.3,6.8,57.5,57.4,6,32,1608.5,963.4,42.4,39.8,119.8,608.8,2.3,10.1,12,17.6,253.6,45.9,70.3,27.1,21.1,247.5,7.1,8.8,280.2,0,117.8,672.2,2.9,703.2,7.2,983.3,0,869.5,0.5,0.1,0,0,0.1,106,0.2,6.5,0,0,0,0.5,541.1,154.3,71.8,0,2.9,0,0.1,61.3,3.7,0,32.8,0.1,0,3.1,0,0.6,0,43.3,32.1,1.5,23.3,0.3,2.4,0.1,0,0,0,62.1,10.8,0.3,0.9,5.8,1,0.6,25.5
2022 Dec,49869.8,6901.5,0,11.3,0,0,1004.2,211.2,16.6,7.9,24.6,1.1,6.4,4.5,1.9,0.6,0,1.5,0.1,277.7,0,0.1,0.7,3.5,8.4,0,0.1,5314.2,0,0.6,0.1,4.2,33611.7,0.1,44.9,27.3,143.1,25.9,7642.6,0.3,240,834.7,2074.8,0.3,118,98.7,2618.3,8.3,7.3,0,3207.3,0.6,7.3,0.3,1.4,6018,0.1,0.1,7.5,0.2,72.6,7.3,592.8,640.1,801.2,10.7,0,5357.9,1116.4,44,1212.3,567.4,0.6,61.1,7541.8,104.7,0.5,103.7,6.9,7.4,21.7,69.5,67.7,5.4,42.4,1537.3,1129.5,99.1,44.4,106.7,702.5,4.3,13.6,8.2,41,384,50.6,61.3,31,25.4,486.7,9.1,7.1,262.6,0,162.3,992.7,4.5,940.1,7.9,1399.9,0,1253.4,0.2,0.2,0,0,0,122.3,0,23.1,0,0,0,0.6,414.9,57.5,128.5,0,2.4,0,1.6,0,4,2,6.4,0.1,0,5.9,0,2.5,0,0,9.3,1.5,20.5,21.2,1.8,2.3,0,0,0,46.1,0.1,0,5.3,10.5,0.4,1.9,83.1
2022 Nov,50653.9,7529.4,0,6.8,0,0,1132.9,224.9,13.8,4.4,32.9,1.1,5.3,2.7,2.3,1,0,0.8,0.1,242.9,0,0.1,0.3,2.2,16.5,0,2.9,5832,0,0.8,0.7,1.8,34733.7,0,11.5,25.7,121.1,16.4,8285.8,2.1,169.2,837.7,1971.9,0.3,195.9,86,2837.7,7.3,31.6,0,2863,54.6,5,0.6,17.1,6773.4,0.1,0.1,6,0.6,60,10.2,581.1,476.1,866.6,12.2,0,5319.4,1242,54.9,1205.7,489,0.1,95.7,7242.8,105.1,1.9,121.8,5.6,3.7,2.4,77.7,67.4,7,49.1,1563.1,1107.6,37.9,46.8,118.5,725,6.4,8.7,5.7,23.1,301.4,43.1,59.5,33.1,26.2,221.8,7.5,8.5,245.9,0,196.5,949.4,4.5,1050.4,10.2,664.4,0,577.8,0.2,0,0.1,0,0.3,72.7,0,12.7,0,0,0,0.5,483.6,17.4,0.9,0,2.6,0,3.4,0.1,4.3,1.6,31.7,0.4,0,4.4,0,1.1,0.1,182.9,1.4,1.5,23.3,0.3,2.4,0.2,0.1,0.1,0,121.4,0,0.2,0.9,6.4,26.1,0.8,47.7
2022 Oct,53182.9,7666.4,0,14.9,0,0,917.5,213.6,11.6,2.2,20.4,1,6.9,4.9,2.2,0.3,0.1,0.7,0.1,272.7,0,0.2,0.5,11.7,5.5,0,0,6163.5,0,1.1,0.9,14,36120.9,0,66.7,18.5,215,9.1,7377.5,0,207.2,826.9,1987.2,0.7,134,93.5,3038.9,3,140.4,0,3044.6,52.8,16.9,0.4,2.3,6417.4,0,0.1,5.9,0.7,108.5,6.3,646.8,528.9,1010.6,14.7,0,6484.6,1431.2,64.5,1642.1,522.4,0.3,0.5,7475.9,101.2,0,88.8,4.5,3.7,2,78.1,63.7,5.5,49.7,1493.2,1122.3,15.8,42.8,157.6,595,2.3,5.9,15.7,51.7,263.2,40.1,72.9,40,26.8,64.2,9.5,8.8,184.1,0,180.2,1811.9,5.8,860,8.5,1329.8,0,1246.3,0.2,0.1,0.1,0,0,72.7,0,10.2,0,0,0,0.2,589.9,130.5,56.7,0,1.7,0,1,0,7,1.4,30.2,0.5,0,4.5,0.1,1.4,0,0,2.8,0.9,16.3,8.2,2.8,0.2,0,0.1,0,230.1,64.1,0.1,0.7,6.2,0.8,0.9,20.8
2022 Sep,55799.3,7995.9,0,13.2,0,0,833.3,241,29.6,10.5,22.9,1.2,6.1,2.5,2.4,0.9,0,0.4,0.5,263.9,0,0.3,0.2,14.7,9.8,0,0.1,6537.2,0,3.3,0.2,1.4,37696.3,0,2.7,18.3,208.5,12.6,7390.9,0,354.3,1023.7,1924.9,0.3,138,143.1,3109.5,8.9,111.6,0,3113.8,16.8,20.2,0.3,0.4,7672,0,0,6.9,0.6,42.1,5.3,599.1,766.9,954.9,13.4,0,5683.9,1343.8,97,2315.1,594.9,0,1.2,8167.6,130.4,3.6,216,4.7,2.5,1.7,74,61.8,7.8,48.4,1660.6,1170.5,107.9,38.4,118.9,547.6,2.7,8.4,55.5,23.8,314.8,41.5,82.6,47.5,51,72,7.4,7.8,210,0,143.1,1758.9,4.7,1131.4,9.7,1544.6,0,1447.9,0.5,0,0.2,0.1,0.3,79.9,0.1,14.3,0,0,0,1.3,395,61.3,0,0,3.9,0,0,0.1,5.3,1.8,22.7,0.3,0,5.1,0.1,2.7,0,27.1,7.2,1,26,2.1,4.1,0.3,0,0,0,139.3,2.7,0.2,0.1,13.1,0.7,0.9,66.5
2022 Aug,58466,8633.8,0,11.8,0,0,968.7,599.5,75.5,9.8,26.4,0.5,10.1,1.9,2.2,2.2,0.1,0.8,0.1,248,0,0.4,0.5,1.9,14.9,0,80.6,6575.1,0,0.8,0.8,1.2,40911.9,0.1,7.1,37,312,21.8,8196.6,0.1,319.5,908.1,2301.2,0.3,151,126.2,3100.7,3.8,24.3,0,3841.8,56.4,36.2,0.3,3.2,7225.6,0,0.1,8.3,0.6,73.2,9.7,1121.5,827.7,1082,12.8,0,7174.7,1511.9,33.4,1629.8,688.3,0.2,64.6,7433.2,105.2,3,132.9,4.7,1.8,2.5,76,126.2,7.6,38.1,1624.6,1135.2,170.2,39.9,193.2,592,3.5,6.3,31.3,40.7,339,36.2,64.3,45.5,24,74.5,10.5,8,200.2,0,107.6,1420.4,5.3,753.4,9.3,935.9,0,697,0.2,0,0.1,0,0.2,133.1,0,104.7,0,0,0,0.7,551.2,132.7,90,0,6.5,0,0,0.1,7.1,0.1,3.2,0.2,0,6.3,0,0.7,0.1,80.8,12.4,0.9,17.6,7.2,1.2,0.9,0.7,0,0,91.1,29.6,0.1,1.5,8.3,0.5,1.4,49.9
2022 Jul,61029.4,7879.7,0,10.3,0,0,928.9,284.9,20.1,1.9,23.9,0.7,6.1,2.2,2.9,3.5,0.2,0.8,0,402.7,0,0.1,0.4,3,16.6,0,3,6158.1,0,5.4,0.4,3.4,43214.2,0.1,165.7,18.8,248.8,27.8,8510.2,0,624.4,1022.4,2032,0,92.8,99,3440.4,5.3,0,0,4382.6,117.3,1.7,0.5,1,7243.9,0,0.1,7.4,0.6,71.4,5,1358.6,692.2,1003.7,13.2,0,7307,1636.8,73.5,2225.3,759.7,0.5,24.5,8300.5,118.9,0.7,224.7,5.2,7.9,1.2,82,55.8,8.8,91.6,1555.5,1207.4,207.7,49,107.1,570.6,3.9,3.3,9.8,54.6,359.7,49.8,57.6,46.3,26.4,261.6,10.8,7.6,178.6,0,181.3,1937.5,6.1,802.8,8.5,1060.6,0,924.5,0.6,0.5,12.2,0,0,97.9,0,21.1,0,0,0,3.8,574.4,265.1,12.4,0.2,5.6,0,0,0.1,6.6,1.6,3.4,0.5,0,7,0,1.4,0.3,48.1,12.9,7.5,17.5,0.3,0.5,0,0,0,0,24.1,65.9,0.1,2.2,9.3,0.5,1.6,79.5
2022 Jun,59649.2,8024,0,11.6,14.7,0,1070.9,215.6,11,84.4,47.4,1.2,9.1,5.7,2.2,1.2,0,0.2,0.1,301.9,0,0.4,0.8,12.1,9.7,0,0.1,6219.8,0,2,0.3,1.8,42507.2,0,197.7,20.7,247,13.2,7976.2,0,333.5,1251.4,2244,0.3,8.5,106.9,3194.7,8.6,10.8,0,4120.9,2.6,19.1,0.1,4.1,7528.1,0,0.1,6.2,0.4,129.6,6.7,1219.1,651.8,947,14,0,7548.8,2034,136.6,1812.2,706.1,0.2,5.8,7300.2,114.1,1.4,114.7,5.1,29.3,1.8,85,51,6.3,73.5,1535.9,1108.9,108.6,44.8,154.8,607,3.5,135.6,32,21.4,265.2,53.4,64.2,46.7,26.3,244.4,7.3,6.4,317.5,0,168.9,941.4,5.6,909.9,8.2,1141.8,0,1020.5,0.3,2.7,0,0,0,102,0,15.4,0,0,0,0.7,675.9,46.9,180.7,0,3.7,0,0,0,5.9,1.2,14.2,0.8,0.1,6.3,0,1.3,0.1,0,18.1,0.7,16.8,25.3,47.9,0.2,0,0,0,39.5,64.9,0.2,0.8,7.6,22.3,1.7,168.8
2022 May,57604.3,8521.1,0,16.4,0,0,954.9,200.8,15.5,50.7,55.1,0.3,4.9,4.1,2.2,2.8,0,0.2,0,274.1,0,0.3,0.9,7.4,12.2,0,0,6889.7,0,27.5,0.1,0.8,40534.7,0.1,293.9,23.7,307.7,16.5,7478.1,0,431.8,885.6,2242.2,0.3,115.6,94.2,3842.9,8.7,0,0,3678.2,158.8,17.4,0.1,2.5,6664.4,0.1,0,7,0.3,32.2,6.2,1165.1,557.7,1441.8,10,0,6676.6,1440.3,40.5,2110.6,781.8,0.6,0.7,7030.8,116.5,0.6,116.8,4.9,2.1,2.3,111.9,51.2,7.9,87.2,1365.4,1095.5,47.8,36.7,114.6,555.7,4.5,12.3,4.7,25.5,279.5,44.6,68.7,36.3,27,6.1,9.3,7.3,189.5,0,170.4,1433.6,0.7,985.2,8.8,1164.7,0,977.5,0.5,2.9,0,0,0.1,155.6,0,27.4,0,0,0,0.7,352.9,0,5.3,0,2.4,0,0,0,5.1,0,86.7,0.5,0.1,6.7,0.1,1,0,0,10.4,0.9,20.8,1.6,2.6,0,0,0,0,181.5,0,0,2.2,8.5,1,1,14.2
2022 Apr,56116,7822.1,0,6.3,0,0,836.5,204.5,9.5,16.1,23.3,1.6,7.1,3.3,2.6,1.4,0.1,0.4,0.1,245.4,0,0.3,0.4,1.3,16.7,0,0.1,6441.5,0,2.4,0.1,0.9,38735.7,0,76.9,18.8,446.8,22.5,6153.9,0,360.9,1159.6,2401.3,0.2,213.7,101.2,3273.5,4.8,0.7,0,3557.6,21,13.9,0,3.3,6958.6,0,0.1,6.4,1,63.8,9.6,1126.7,567.2,767.6,11.8,0,6867,1529.5,96.3,2076.6,821.2,0.3,1.3,7407.2,82.2,2.4,146.6,4.5,6.9,1.9,72.6,55.5,52.3,98.4,1553.6,1282.3,118,37.6,86.8,534.1,4.6,53.2,2.3,26.3,574.5,55.7,68.9,32.6,25.5,208.8,8.3,7.8,274.5,0,163.3,844.2,38.2,874,8.9,1559.1,0,1454.9,0.4,0.1,0,0,0,92.3,0.1,10.8,0,0,0,0.4,591.9,95,1.4,0,3.2,0,0,0,3.4,0,16.2,0.3,0,17.9,0,1.2,0.5,137.1,13.9,1,20.2,0.2,0.8,0,0,0,0,91.6,0.1,0.1,0.3,8.5,1.1,0.3,177.2
2022 Mar,58080,7176.1,0,6.7,0,0,516.5,253.6,17.1,29.5,18.7,1.1,6.4,3,2.4,1.9,0.1,0.3,0,238,0,0.2,0.6,1,8.6,0,0,5939.6,0,130.1,0,0.7,42199.9,0,4.7,19.8,178.3,45.8,6635.5,0,383.9,1023.8,2245.6,0.8,155.8,147.6,3429.9,4.6,0,0,4028.5,105.4,22.6,0.2,3.1,7882.2,0,0,7.4,0.1,28.1,8.1,1112.1,304.2,1701,10.3,0,7467.4,2249,48.2,2307.6,636.6,0.2,1.3,7203.2,106.4,1.2,319.4,5.6,1.5,1.2,80.2,76,5.2,58.3,1289.7,1259.7,10.1,38.3,127.6,549.6,3.7,53.7,3.5,23.2,424,90.6,82.2,27.2,23.4,76.5,8.8,6.1,295.1,0,257.4,1000.4,2.5,886.7,8.1,863.9,0,759.7,0.6,0,0.1,0,0.1,84.7,0,16.3,0,0,0.1,2.2,636.9,173,0.2,0,2.3,0,0.5,0,2.2,0.2,6.6,0.9,40.4,16.5,0.2,1.3,0.3,38.6,8.2,3.7,20.6,5.2,91.3,0,0,0,0,91.5,62.9,0.2,1.4,9.9,0.4,1.8,56.7
2022 Feb,44958.4,5385.2,0,8.3,0,0,458.5,197.8,36.6,5.5,15.4,0.5,5.5,4,2,1.9,0.1,0.3,0.1,183.3,0,0,0.4,0.8,14.6,0,0,4444.8,0,3.1,0,1.5,31611.3,0.1,1.4,16.7,161.9,15.1,4799.3,0,210,1038.8,1752.3,0.3,202.2,151.3,2496,2.5,0.2,0,3042.1,3.2,4.2,0.1,3.2,5333.9,0.1,0,5.8,28.6,26.3,16.7,962.3,599.8,1040.1,10.1,0,6469.8,1231.6,51.3,1486.8,445.5,0.5,1.2,6479,80.4,1.8,247.2,4.6,2.5,28.2,60.4,40.4,20.5,30.7,1074.7,1074.2,40.6,27.6,110.9,452.4,2.9,8.8,7.5,81.6,213.3,46.7,57.1,26.9,23.6,595.7,6.3,5.4,160,0,175.3,989,4.4,769.4,8,814.4,0,744.6,0.2,0,0.1,0,0.1,55.1,0,13.7,0,0,0,0.5,668.5,167,122.3,0,1.7,0,0.1,0,7.2,0,4.8,0.5,0,10.9,0,1.1,0,0,7,1.9,19.2,7.7,214.7,0.1,0,0,0,26.4,1,0.1,5,9.9,0.5,1.1,58
2022 Jan,50026.8,5850.9,0,9.7,0,0,795,227.7,8.9,87.6,15.5,0.6,5.4,17.5,1.9,1.6,0,0.3,0,201.7,0,0.1,0.2,1.7,7.2,0,0.1,4451.7,0,15.6,0,0.9,35014,0,4.5,21.1,118.4,21.5,6387.2,0,514.1,851.3,1854,0.8,191,99.8,2448.7,6,0,0,3341.6,18.2,16.7,0.1,1.8,6180.1,0.1,0.1,6.8,0.9,44.3,6.2,1024.2,429.5,920.7,10.9,0,6978.7,1239.9,92.6,1620,561.2,0,0.6,7821.6,83.1,1.2,170.9,3.9,1.7,3.4,63.3,142,6.9,59.9,1426.7,1038.8,17.8,37.5,82.2,567.3,3.3,52.1,32.1,18.2,261.2,54.3,60.5,80,22.8,846.5,9.9,5.6,161.2,0,149.1,1374.6,3.6,948.4,31.8,810.4,0,682.5,0.5,0.1,0.1,0,0,115.7,0,11,0,0,0,0.6,529.9,207,3.5,0,45.7,0,0,0,10.3,0.1,13.6,0.6,0,11.5,0,1.3,0,0,11.5,3.1,15.9,0.8,19.7,0.6,0,0,0,70.8,0,0.2,0.8,37.6,1.3,0.2,73.9
2021 Dec,54349.4,6261.1,0,11.4,7.3,0,340.5,208.1,14.4,6.3,16.3,1.1,8,6.3,2.1,0.7,0.1,0.7,0.1,435.5,0,2.1,0.3,3.1,9.8,0,0,5184.1,0,2.5,0,0.4,39140.3,0.1,0.5,22.1,238.5,31.6,7876,0,419.7,1065.6,1952.4,1.5,55.7,78.6,2802.5,7.2,303.5,0,3432.7,30.8,10.2,0.5,3.3,6725.7,0.1,0.1,11.1,0.2,32.2,8.3,1111.3,665.9,1061.6,11.9,0,6949.9,1451.6,45,2186.8,543.8,0.7,1.3,7586.3,83.7,2.8,129.5,4.3,8.1,1.8,78.2,52.3,8,49.9,1449.2,1329.6,38.8,36.8,96.4,638.7,4.3,7.8,3.9,77,301.9,50.1,79.3,40.7,21.5,957.2,19.2,8.4,224.2,0,181.1,773.4,20.2,799.7,8.3,744.8,0,639.3,0.1,2.5,0,0,0,87.5,0,15,0,0,0,0.5,616.8,0,141.2,0,3.7,0,0.3,0,3.7,0,13.1,1,71.9,16.6,0,0.8,0.1,14.5,7.2,1.2,19.8,23.1,114.5,0,0,0,0,46.8,0.3,0.1,1,3,0,0,132.8
2021 Nov,50674.9,6127.4,0,6.8,0,0,661,174.5,5.4,36.4,14,0.6,6.2,4.5,3.2,1,0.1,0.4,0.2,271.1,0,0.4,0.2,1.6,7.7,0,0,4928.8,0,2.9,0,0.8,35949.6,0,106.8,19.1,272,28.8,6670.9,0.1,306.1,981.1,1988.5,1.1,205,133.3,2508.2,2.4,301.2,0,3111.7,58.3,6,0.2,0.9,6572.6,0.1,0,13,0.2,68.2,12,929.2,795.1,684.6,11.6,0,6462.5,1283.6,171.2,1645,522.1,0.6,76.5,6872,103.4,2,131,4.8,2.1,3,64.3,91.6,74.7,36,1259.2,1094.9,9,33.5,95.1,691.5,2.6,8,3.6,65.9,323.5,48.3,67.4,46.2,18.7,146.7,9.6,7.8,241.4,0,175.3,991.2,3.1,1000.9,15.4,994.1,0,825.2,0.2,0,0,0,0.1,85,0,83,0,0,0,0.5,731.8,280.3,164.7,0,1.6,0,0.6,0,4.4,0,23,2,0,14.7,0,1.5,0.2,0,12,0.6,14.7,0.9,109.7,0.3,0,0,0,25.7,0,0.1,4.3,2.7,26.8,2.6,38.3
2021 Oct,47945.2,6027.6,0,4.1,0,0,671.5,160.5,7.4,2.2,13.9,1.5,5.3,3.9,2.4,1.8,0.2,0.6,0.1,266.8,0,0.3,0.5,1.3,8.7,0,0.2,4870.7,0,2.3,0,1.5,33552.7,0,7.5,23.8,180.3,24.3,6026.1,0,370.1,830.7,1763.1,0.3,187.9,78.2,2574,5.9,0,0,2662,146,0.4,0.2,1.3,6447.6,0,0.4,6.5,0.1,18,6.4,946.6,603.1,634.7,10.1,0,6054,1180.4,76,1901.8,482.4,1.8,300.4,6714.8,100.3,2.2,250.7,4.6,87.1,4.1,94.4,54.1,4.7,46.5,1248.4,1103,12.1,42.2,110.3,554.7,2.7,38.1,5.2,156.4,246.3,44.6,64.3,31.8,23.8,346.6,9,7.5,136.5,0,204.2,975.9,2.8,691.3,8.2,1021.2,0,860.1,0.7,0.2,0,0,0.1,84.3,0,74.9,0,0,0.6,0.3,628.8,46.9,209.8,0,0.3,0,0.1,0,4.5,0,1.5,107.2,0.3,21.6,0.1,0.9,0.1,30.7,2.5,2,13,0.1,1.8,0,0,0,0,25.1,0,0.2,3.4,4.3,0.6,2.1,149.7
2021 Sep,45980.4,5631.6,0,6.4,20.6,0,491.7,206.7,4.3,39.8,15.3,0.9,3.6,3.7,2.8,0.9,0,0.8,0.1,228.5,0,0.3,0.6,0.9,7.3,0,0.1,4593.6,0.2,1.3,0,1.4,32533.4,0,6.2,20.6,175.6,37.6,6016.6,0,362.1,598,1706.2,0.9,262.4,61.5,2579.5,7.5,0.2,0,2896.7,2,2.9,0.1,1.9,5974.6,0,0.6,10.4,0.2,70.6,10.2,909.2,671.2,455.8,9.7,0,6184.7,1160.1,78.1,1800.2,457.4,1,1.2,6882.1,162.6,1.4,155.8,4.1,1.6,1.5,91.4,151.3,45.5,40.7,1432.7,1290.5,11,37.5,272.1,420.8,2.3,13.1,7.5,145.3,277.2,40.2,65.5,23.7,25.9,177.7,7.7,6.9,127.5,0,166.4,982.5,3.8,682.1,6.2,599.8,0,528.7,0,0.3,0,0,0,56.2,0,13,0,0,0.3,1.2,333.4,44.4,0,0,1.3,0,0,0,4.3,0,53.2,0.8,0.3,17.6,0,0.7,0.1,0,0.7,0.5,17.3,3.2,47.1,0.1,0,0,0,23,8.4,0.1,1,2.8,0.2,1.2,105
2021 Aug,44714.5,5750.1,0,3.7,0,0,464.8,190.4,3.1,2.3,13.9,0.4,7.2,2.7,2.5,1.1,0,0.4,0,218.6,0,0.1,0.7,0.9,9.5,0,0.1,4826.4,0,1.1,0,0.5,31492.5,0,2,17,209.2,27,5467.8,0,378.2,825.5,1719.2,0.3,100.7,119,2193.3,7.3,0,0,2540,22.5,3,0.2,1.4,5733.4,0.1,0.9,8.8,0.3,111.5,6.7,986.3,561.2,663,9.7,0,6519.9,1228.7,81.6,1450.7,458.2,0.1,37.8,5919.4,83.4,1.7,98.5,3.6,2.5,2.6,64.5,61.4,6.3,49.2,1035.9,1147.5,11,45.1,280.5,483.1,4.3,61.2,2,20.4,432.9,51.5,61.6,37.9,20.4,242.6,7.6,7.6,127.9,0,209.7,592.4,5.4,649.6,7.4,744,0,570.7,0,0,0,11.2,0.1,90.6,0,71.2,0,0,0,0.1,808.4,244.7,109.4,0,3.1,0,0.1,0,5.2,0,52.1,5.1,35.3,17.3,0,0.7,0,0,1.1,0.6,14,0.1,95.8,0,0.1,0,0,24.6,8.8,0,0.2,7.4,14,1.5,167.2
